@relation shear_viscosity_predicted

@attribute Pressure numeric
@attribute Temperature numeric
@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute X9 numeric
@attribute X10 numeric
@attribute X11 numeric
@attribute X12 numeric
@attribute X13 numeric
@attribute X14 numeric
@attribute X15 numeric
@attribute X16 numeric
@attribute X17 numeric
@attribute X18 numeric
@attribute X19 numeric
@attribute X20 numeric
@attribute X21 numeric
@attribute X22 numeric
@attribute X23 numeric
@attribute X24 numeric
@attribute X25 numeric
@attribute X26 numeric
@attribute X27 numeric
@attribute X28 numeric
@attribute X29 numeric
@attribute X30 numeric
@attribute X31 numeric
@attribute X32 numeric
@attribute X33 numeric
@attribute X34 numeric
@attribute X35 numeric
@attribute X36 numeric
@attribute X37 numeric
@attribute X38 numeric
@attribute X39 numeric
@attribute X40 numeric
@attribute X41 numeric
@attribute X42 numeric
@attribute X43 numeric
@attribute X44 numeric
@attribute X45 numeric
@attribute X46 numeric
@attribute X47 numeric
@attribute X48 numeric
@attribute X49 numeric
@attribute predictedViscosity numeric
@attribute Viscosity numeric

@data
50000,3000,0.402364,0.131624,0.043654,0.014679,0.005004,0.00173,0.000606,0.000215,0.000078,0.000028,0.000011,0.000004,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.000061,0.000061
30000,7000,0.037414,0.023177,0.014442,0.009053,0.005708,0.00362,0.00231,0.001483,0.000957,0.000622,0.000406,0.000267,0.000177,0.000117,0.000079,0.000053,0.000036,0.000024,0.000017,0.000012,0.000008,0.000006,0.000004,0.000003,0.000002,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.00008,0.00008
60000,4400,0.105838,0.049404,0.023279,0.011072,0.005316,0.002576,0.001261,0.000623,0.00031,0.000156,0.000079,0.000041,0.000021,0.000011,0.000006,0.000003,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.000066,0.000066
1000,7800,0.205433,0.133666,0.087432,0.057494,0.038008,0.02526,0.016877,0.011336,0.007655,0.005197,0.003547,0.002434,0.00168,0.001165,0.000813,0.00057,0.000402,0.000285,0.000203,0.000146,0.000105,0.000076,0.000055,0.000041,0.00003,0.000022,0.000017,0.000012,0.000009,0.000007,0.000005,0.000004,0.000003,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0.4,0.000099,0.000098
30000,5700,0.043929,0.024397,0.013648,0.00769,0.004365,0.002495,0.001437,0.000834,0.000487,0.000287,0.00017,0.000102,0.000061,0.000037,0.000023,0.000014,0.000009,0.000005,0.000003,0.000002,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.000072,0.000072
80000,3800,0.174841,0.072364,0.030278,0.012807,0.005476,0.002367,0.001035,0.000457,0.000204,0.000092,0.000042,0.000019,0.000009,0.000004,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.000063,0.000063
101325,9200,0.178534,0.124016,0.086533,0.06065,0.042701,0.030199,0.021454,0.01531,0.010975,0.007904,0.005717,0.004155,0.003033,0.002224,0.001639,0.001213,0.000902,0.000674,0.000506,0.000381,0.000289,0.00022,0.000168,0.000129,0.0001,0.000077,0.00006,0.000047,0.000037,0.000029,0.000023,0.000019,0.000015,0.000012,0.00001,0.000008,0.000007,0.000005,0.000004,0.000004,0.000003,0.000003,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.4,0.000107,0.000107
80000,7000,0.074827,0.046353,0.028884,0.018105,0.011416,0.007241,0.00462,0.002965,0.001915,0.001244,0.000813,0.000534,0.000353,0.000235,0.000157,0.000106,0.000072,0.000049,0.000034,0.000023,0.000016,0.000011,0.000008,0.000006,0.000004,0.000003,0.000002,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.000082,0.000083
80000,7000,0.11224,0.06953,0.043326,0.027158,0.017124,0.010861,0.00693,0.004448,0.002872,0.001865,0.001219,0.000801,0.00053,0.000352,0.000236,0.000159,0.000108,0.000073,0.00005,0.000035,0.000024,0.000017,0.000012,0.000008,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.000085,0.000086
100000,3100,0.263386,0.089323,0.030698,0.010692,0.003774,0.00135,0.000489,0.00018,0.000067,0.000025,0.00001,0.000004,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.000058,0.000059
40000,2800,0.069598,0.021021,0.006443,0.002004,0.000633,0.000203,0.000066,0.000022,0.000007,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.00005,0.000051
60000,1300,0.184784,0.014021,0.001098,0.000089,0.000007,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.000036,0.000036
40000,1000,0.771952,0.027023,0.000986,0.000037,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.000036,0.000037
100000,6100,0.083421,0.048152,0.027982,0.016372,0.009644,0.005719,0.003415,0.002053,0.001243,0.000757,0.000465,0.000287,0.000179,0.000112,0.000071,0.000045,0.000029,0.000018,0.000012,0.000008,0.000005,0.000003,0.000002,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.000077,0.000077
10000,8200,0.262675,0.174533,0.116552,0.078225,0.052768,0.035775,0.024377,0.016695,0.011492,0.007951,0.005529,0.003864,0.002715,0.001917,0.001361,0.000971,0.000696,0.000502,0.000364,0.000265,0.000194,0.000143,0.000106,0.000079,0.000059,0.000044,0.000033,0.000025,0.000019,0.000015,0.000012,0.000009,0.000007,0.000006,0.000004,0.000003,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,0,0.2,0.000106,0.000106
100000,4600,0.513245,0.247648,0.120571,0.05923,0.02936,0.014685,0.007411,0.003774,0.00194,0.001006,0.000526,0.000278,0.000148,0.00008,0.000043,0.000024,0.000013,0.000007,0.000004,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000083,0.000083
40000,9700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000091,0.00009
80000,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000058,0.000057
60000,2600,0.650542,0.179198,0.050151,0.01426,0.00412,0.001209,0.000361,0.000109,0.000034,0.000011,0.000003,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.000061,0.000061
30000,3300,0.127045,0.046004,0.016868,0.006263,0.002354,0.000896,0.000346,0.000135,0.000053,0.000021,0.000009,0.000004,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.000057,0.000057
100000,5900,0.213966,0.121224,0.069163,0.039737,0.022991,0.013396,0.00786,0.004645,0.002764,0.001656,0.001,0.000608,0.000372,0.000229,0.000142,0.000089,0.000056,0.000036,0.000023,0.000015,0.00001,0.000006,0.000004,0.000003,0.000002,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.000083,0.000083
90000,2500,0.073681,0.019276,0.005127,0.001386,0.000381,0.000107,0.00003,0.000009,0.000003,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.000048,0.000048
20000,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000027,0.000026
10000,7900,0.203264,0.132976,0.08745,0.057811,0.038418,0.025665,0.017235,0.011635,0.007896,0.005387,0.003695,0.002548,0.001766,0.001231,0.000862,0.000607,0.00043,0.000306,0.000219,0.000158,0.000114,0.000083,0.000061,0.000045,0.000033,0.000025,0.000018,0.000014,0.000011,0.000008,0.000006,0.000005,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0.4,0.000099,0.000099
10000,7400,0.07152,0.045467,0.029066,0.018685,0.012079,0.007852,0.005133,0.003375,0.002231,0.001483,0.000992,0.000667,0.000451,0.000307,0.00021,0.000144,0.0001,0.000069,0.000049,0.000034,0.000024,0.000017,0.000012,0.000009,0.000006,0.000005,0.000003,0.000003,0.000002,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.000085,0.000085
20000,5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000068,0.000068
90000,4000,0.338337,0.146348,0.063959,0.028243,0.012601,0.00568,0.002587,0.001191,0.000554,0.00026,0.000124,0.000059,0.000029,0.000014,0.000007,0.000003,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.00007,0.00007
70000,3400,0.187234,0.069854,0.02638,0.010084,0.003902,0.001528,0.000606,0.000243,0.000099,0.000041,0.000017,0.000007,0.000003,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.000059,0.00006
100000,1600,0.87649,0.107855,0.013619,0.001765,0.000235,0.000032,0.000004,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00005,0.000049
10000,1300,0.646744,0.049073,0.003844,0.000311,0.000026,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.000041,0.000041
1000,3000,0.402364,0.131624,0.043654,0.014679,0.005004,0.00173,0.000606,0.000215,0.000078,0.000028,0.000011,0.000004,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.000061,0.000061
60000,4000,0.451116,0.195131,0.085279,0.037657,0.016801,0.007574,0.00345,0.001588,0.000738,0.000347,0.000165,0.000079,0.000038,0.000019,0.000009,0.000005,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.000074,0.000074
1000,4600,0.410596,0.198119,0.096457,0.047384,0.023488,0.011748,0.005929,0.003019,0.001552,0.000805,0.000421,0.000222,0.000119,0.000064,0.000035,0.000019,0.00001,0.000006,0.000003,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.000079,0.000079
60000,7600,0.17492,0.112533,0.072791,0.047341,0.030957,0.020354,0.013455,0.008944,0.005978,0.004017,0.002714,0.001844,0.00126,0.000866,0.000598,0.000416,0.00029,0.000204,0.000144,0.000102,0.000073,0.000053,0.000038,0.000028,0.00002,0.000015,0.000011,0.000008,0.000006,0.000005,0.000003,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0.5,0.000095,0.000095
30000,6200,0.370695,0.215875,0.126554,0.074687,0.044372,0.026538,0.015978,0.009685,0.00591,0.003631,0.002246,0.001398,0.000877,0.000553,0.000352,0.000225,0.000145,0.000094,0.000061,0.00004,0.000027,0.000018,0.000012,0.000008,0.000006,0.000004,0.000003,0.000002,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.000093,0.000094
101325,6400,0.361616,0.214176,0.127671,0.076598,0.046254,0.028112,0.017196,0.010588,0.006561,0.004093,0.00257,0.001624,0.001033,0.000661,0.000426,0.000277,0.000181,0.000119,0.000079,0.000052,0.000035,0.000024,0.000016,0.000011,0.000008,0.000005,0.000004,0.000003,0.000002,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.000094,0.000096
101325,5700,0.395363,0.219575,0.122833,0.069214,0.039284,0.022459,0.012934,0.007503,0.004384,0.002581,0.00153,0.000914,0.00055,0.000333,0.000204,0.000125,0.000078,0.000049,0.000031,0.000019,0.000012,0.000008,0.000005,0.000003,0.000002,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.000091,0.00009
10000,4900,0.294547,0.148608,0.075611,0.038796,0.020075,0.010476,0.005513,0.002926,0.001566,0.000846,0.00046,0.000253,0.00014,0.000078,0.000044,0.000025,0.000014,0.000008,0.000005,0.000003,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.000077,0.000078
20000,9700,0.113645,0.080438,0.057177,0.040816,0.029261,0.021067,0.015232,0.011061,0.008067,0.005908,0.004346,0.00321,0.002382,0.001775,0.001329,0.000999,0.000754,0.000572,0.000436,0.000333,0.000256,0.000198,0.000153,0.000119,0.000093,0.000073,0.000058,0.000046,0.000037,0.000029,0.000024,0.000019,0.000015,0.000013,0.00001,0.000009,0.000007,0.000006,0.000005,0.000004,0.000003,0.000003,0.000003,0.000002,0.000002,0.000002,0.000001,0.000001,0.6,0.000103,0.000104
50000,7700,0.069215,0.044785,0.029133,0.019053,0.012528,0.008282,0.005505,0.003678,0.002471,0.001669,0.001134,0.000774,0.000532,0.000367,0.000255,0.000178,0.000125,0.000088,0.000063,0.000045,0.000032,0.000023,0.000017,0.000012,0.000009,0.000007,0.000005,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.000087,0.000087
1000,3300,0.317614,0.115009,0.042169,0.015656,0.005886,0.002241,0.000864,0.000337,0.000133,0.000053,0.000022,0.000009,0.000004,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.000062,0.000062
20000,6800,0.114885,0.070172,0.043123,0.026661,0.016584,0.010379,0.006535,0.00414,0.002639,0.001692,0.001092,0.000709,0.000463,0.000304,0.000201,0.000134,0.00009,0.000061,0.000041,0.000028,0.000019,0.000013,0.000009,0.000006,0.000005,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.000084,0.000084
50000,6200,0.041188,0.023986,0.014062,0.008299,0.00493,0.002949,0.001775,0.001076,0.000657,0.000403,0.00025,0.000155,0.000097,0.000061,0.000039,0.000025,0.000016,0.00001,0.000007,0.000004,0.000003,0.000002,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.000075,0.000075
10000,4700,0.252799,0.123885,0.061246,0.030546,0.015369,0.007801,0.003995,0.002064,0.001076,0.000566,0.0003,0.000161,0.000087,0.000047,0.000026,0.000014,0.000008,0.000005,0.000003,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.000074,0.000074
10000,4200,0.327629,0.147486,0.067048,0.030781,0.014271,0.006682,0.00316,0.001509,0.000728,0.000355,0.000174,0.000087,0.000044,0.000022,0.000011,0.000006,0.000003,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.000072,0.000072
100000,3700,0.118536,0.047905,0.019577,0.00809,0.003381,0.001429,0.000611,0.000264,0.000115,0.000051,0.000023,0.00001,0.000005,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.00006,0.00006
70000,800,0.393938,0.005965,0.000095,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.000029,0.00003
10000,1200,0.938654,0.057451,0.003639,0.000239,0.000016,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000042,0.000042
70000,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000031,0.00003
80000,8800,0.123679,0.0845,0.058004,0.040003,0.027719,0.019297,0.013498,0.009486,0.006698,0.004752,0.003387,0.002426,0.001746,0.001262,0.000917,0.00067,0.000491,0.000362,0.000268,0.0002,0.000149,0.000112,0.000085,0.000064,0.000049,0.000038,0.000029,0.000023,0.000018,0.000014,0.000011,0.000009,0.000007,0.000005,0.000004,0.000004,0.000003,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,0.6,0.000099,0.000099
70000,5300,0.092756,0.049278,0.026384,0.014237,0.007742,0.004244,0.002344,0.001305,0.000732,0.000414,0.000236,0.000136,0.000079,0.000046,0.000027,0.000016,0.00001,0.000006,0.000004,0.000002,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.000072,0.000072
1000,7000,0.299308,0.185413,0.115537,0.072421,0.045664,0.028963,0.01848,0.011861,0.007658,0.004974,0.00325,0.002136,0.001413,0.00094,0.000629,0.000424,0.000287,0.000196,0.000134,0.000093,0.000064,0.000045,0.000032,0.000022,0.000016,0.000011,0.000008,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.000098,0.000098
90000,1100,0.476215,0.02261,0.001115,0.000057,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.000036,0.000036
60000,700,0.892507,0.007427,0.000066,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.000032,0.000032
101325,4300,0.16125,0.073948,0.034239,0.016006,0.007555,0.0036,0.001732,0.000842,0.000413,0.000205,0.000102,0.000052,0.000026,0.000014,0.000007,0.000004,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.000067,0.000067
101325,3300,0.381136,0.138011,0.050603,0.018788,0.007063,0.002689,0.001037,0.000405,0.00016,0.000064,0.000026,0.000011,0.000004,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.000064,0.000064
100000,1000,0.868446,0.030401,0.001109,0.000042,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.000036,0.000038
10000,5200,0.376238,0.197466,0.104464,0.055704,0.029941,0.016222,0.008859,0.004877,0.002706,0.001514,0.000854,0.000485,0.000278,0.000161,0.000094,0.000055,0.000033,0.000019,0.000012,0.000007,0.000004,0.000003,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.000084,0.000084
10000,6900,0.113548,0.069853,0.043231,0.026915,0.016858,0.010622,0.006733,0.004294,0.002755,0.001778,0.001155,0.000754,0.000496,0.000328,0.000218,0.000146,0.000098,0.000067,0.000046,0.000031,0.000022,0.000015,0.00001,0.000007,0.000005,0.000004,0.000003,0.000002,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.000085,0.000085
10000,1500,0.624838,0.066865,0.007355,0.000832,0.000097,0.000012,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.000044,0.000044
30000,7200,0.292555,0.183656,0.115956,0.073633,0.047026,0.030207,0.019515,0.012681,0.008288,0.005448,0.003602,0.002395,0.001602,0.001078,0.00073,0.000497,0.00034,0.000234,0.000162,0.000113,0.000079,0.000056,0.00004,0.000028,0.00002,0.000015,0.000011,0.000008,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0.2,0.000099,0.000099
1000,3100,0.526772,0.178646,0.061396,0.021383,0.007548,0.0027,0.000979,0.00036,0.000134,0.000051,0.000019,0.000007,0.000003,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.000065,0.000065
30000,2400,0.225348,0.055751,0.014032,0.003593,0.000936,0.000248,0.000067,0.000018,0.000005,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.00005,0.00005
70000,3900,0.401248,0.169871,0.07268,0.031428,0.013735,0.006066,0.002708,0.001222,0.000557,0.000257,0.00012,0.000056,0.000027,0.000013,0.000006,0.000003,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.000071,0.000071
1000,3700,0.592679,0.239523,0.097885,0.040451,0.016904,0.007144,0.003053,0.001319,0.000577,0.000255,0.000114,0.000052,0.000024,0.000011,0.000005,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000075,0.000074
1000,6000,0.337963,0.193298,0.11132,0.064551,0.03769,0.022159,0.013118,0.00782,0.004694,0.002837,0.001727,0.001058,0.000653,0.000406,0.000254,0.00016,0.000102,0.000065,0.000042,0.000027,0.000018,0.000012,0.000008,0.000005,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.000091,0.000091
70000,2100,0.637051,0.129096,0.02668,0.005623,0.001209,0.000265,0.000059,0.000014,0.000003,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.000054,0.000054
60000,900,0.292755,0.007061,0.000178,0.000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.000032,0.000031
101325,8300,0.195,0.130206,0.087375,0.058925,0.039938,0.027203,0.018623,0.012812,0.008859,0.006156,0.0043,0.003018,0.00213,0.00151,0.001076,0.000771,0.000555,0.000402,0.000292,0.000214,0.000157,0.000116,0.000086,0.000064,0.000048,0.000037,0.000028,0.000021,0.000016,0.000013,0.00001,0.000008,0.000006,0.000005,0.000004,0.000003,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0.4,0.000102,0.000101
90000,800,0.689392,0.010439,0.000166,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.000032,0.000032
100000,8900,0.091863,0.063032,0.04345,0.030092,0.020937,0.014635,0.010278,0.007252,0.005141,0.003661,0.00262,0.001883,0.00136,0.000987,0.00072,0.000527,0.000388,0.000287,0.000214,0.000159,0.00012,0.00009,0.000068,0.000052,0.00004,0.000031,0.000024,0.000018,0.000014,0.000011,0.000009,0.000007,0.000006,0.000005,0.000004,0.000003,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,0,0.7,0.000097,0.000096
30000,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000055,0.000054
50000,3300,0.571705,0.207016,0.075904,0.028182,0.010595,0.004034,0.001555,0.000607,0.00024,0.000096,0.000039,0.000016,0.000007,0.000003,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.000069,0.000069
10000,7700,0.276861,0.179139,0.116532,0.076213,0.050112,0.033128,0.022018,0.014713,0.009885,0.006678,0.004535,0.003097,0.002126,0.001468,0.001019,0.000711,0.000499,0.000352,0.00025,0.000178,0.000128,0.000092,0.000067,0.000049,0.000036,0.000027,0.00002,0.000015,0.000011,0.000008,0.000006,0.000005,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0.2,0.000103,0.000103
50000,6900,0.340644,0.20956,0.129692,0.080745,0.050573,0.031866,0.0202,0.012882,0.008265,0.005335,0.003464,0.002263,0.001488,0.000984,0.000655,0.000438,0.000295,0.0002,0.000137,0.000094,0.000065,0.000045,0.000031,0.000022,0.000016,0.000011,0.000008,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.000099,0.000099
