@relation 'dataset_N2N_only_RDm1-weka.filters.unsupervised.attribute.Remove-V-R2,4,13,16,31,34,51,54-55'

@attribute time_s numeric
@attribute X1 numeric
@attribute X10 numeric
@attribute X13 numeric
@attribute X28 numeric
@attribute X31 numeric
@attribute X48 numeric
@attribute p numeric
@attribute RDm1 numeric

@data
0.000017,0.317143,0.008544,0.002809,0.00002,0.000008,0.060102,23593.271,-24658073000000000000000
0.000018,0.317275,0.008469,0.002776,0.000019,0.000007,0.06172,23600.659,-23871855000000000000000
0.000018,0.317405,0.008396,0.002745,0.000019,0.000007,0.063295,23607.865,-23125631000000000000000
0.000019,0.317535,0.008325,0.002714,0.000018,0.000007,0.064827,23614.897,-22416667000000000000000
0.00002,0.317704,0.008234,0.002675,0.000018,0.000007,0.066798,23623.967,-21529651000000000000000
0.00002,0.31787,0.008146,0.002637,0.000017,0.000007,0.068701,23632.758,-20698504000000000000000
0.000021,0.318034,0.008061,0.002601,0.000017,0.000006,0.070542,23641.284,-19918503000000000000000
0.000022,0.318196,0.007979,0.002566,0.000016,0.000006,0.072323,23649.559,-19185415000000000000000
0.000023,0.318355,0.0079,0.002533,0.000016,0.000006,0.074048,23657.596,-18495440000000000000000
0.000023,0.318402,0.007877,0.002523,0.000016,0.000006,0.074554,23659.962,-18296334000000000000000
0.000023,0.318449,0.007854,0.002513,0.000016,0.000006,0.075056,23662.308,-18100712000000000000000
0.000024,0.318496,0.007831,0.002504,0.000016,0.000006,0.075554,23664.634,-17908491000000000000000
0.000024,0.318543,0.007808,0.002494,0.000015,0.000006,0.076047,23666.94,-17719588000000000000000
0.000024,0.318589,0.007786,0.002485,0.000015,0.000006,0.076535,23669.227,-17533926000000000000000
0.000024,0.318635,0.007764,0.002475,0.000015,0.000006,0.077019,23671.496,-17351428000000000000000
0.000025,0.318681,0.007742,0.002466,0.000015,0.000006,0.077498,23673.745,-17172020000000000000000
0.000025,0.318802,0.007685,0.002442,0.000015,0.000006,0.078745,23679.607,-16711763000000000000000
0.000026,0.318921,0.007629,0.002419,0.000014,0.000005,0.079964,23685.345,-16271374000000000000000
0.000027,0.319039,0.007575,0.002396,0.000014,0.000005,0.081154,23690.962,-15849687000000000000000
0.000027,0.319155,0.007522,0.002374,0.000014,0.000005,0.082318,23696.463,-15445617000000000000000
0.000028,0.31927,0.007471,0.002352,0.000014,0.000005,0.083455,23701.853,-15058162000000000000000
0.000029,0.319383,0.00742,0.002331,0.000013,0.000005,0.084567,23707.134,-14686386000000000000000
0.00003,0.31952,0.00736,0.002307,0.000013,0.000005,0.085895,23713.45,-14251790000000000000000
0.00003,0.319655,0.007301,0.002282,0.000013,0.000005,0.087189,23719.617,-13837883000000000000000
0.000031,0.319788,0.007245,0.002259,0.000013,0.000005,0.088449,23725.639,-13443321000000000000000
0.000032,0.319919,0.007189,0.002236,0.000012,0.000005,0.089678,23731.523,-13066866000000000000000
0.000033,0.320049,0.007135,0.002214,0.000012,0.000004,0.090876,23737.274,-12707382000000000000000
0.000034,0.320176,0.007083,0.002192,0.000012,0.000004,0.092045,23742.896,-12363819000000000000000
0.000034,0.320302,0.007032,0.002172,0.000012,0.000004,0.093187,23748.396,-12035211000000000000000
0.000035,0.32046,0.006968,0.002146,0.000011,0.000004,0.094604,23755.242,-11636204000000000000000
0.000036,0.320615,0.006907,0.002121,0.000011,0.000004,0.09598,23761.903,-11258395000000000000000
0.000038,0.320767,0.006847,0.002097,0.000011,0.000004,0.097317,23768.388,-10900240000000000000000
0.000039,0.320916,0.00679,0.002073,0.000011,0.000004,0.098615,23774.704,-10560338000000000000000
0.00004,0.321063,0.006734,0.002051,0.00001,0.000004,0.099878,23780.859,-10237409000000000000000
0.000041,0.321208,0.006679,0.002029,0.00001,0.000004,0.101106,23786.86,-9930287300000000000000
0.000042,0.32135,0.006626,0.002008,0.00001,0.000004,0.102302,23792.712,-9637907800000000000000
0.000043,0.321531,0.00656,0.001981,0.00001,0.000003,0.103811,23800.118,-9277863300000000000000
0.000044,0.321709,0.006496,0.001955,0.000009,0.000003,0.10527,23807.295,-8939195700000000000000
0.000046,0.321882,0.006434,0.001931,0.000009,0.000003,0.106681,23814.256,-8620159800000000000000
0.000047,0.322052,0.006374,0.001907,0.000009,0.000003,0.108047,23821.011,-8319188100000000000000
0.000048,0.322218,0.006316,0.001884,0.000009,0.000003,0.10937,23827.57,-8034870100000000000000
0.00005,0.322381,0.006261,0.001862,0.000008,0.000003,0.110653,23833.943,-7765933300000000000000
0.000051,0.322541,0.006207,0.001841,0.000008,0.000003,0.111897,23840.137,-7511226800000000000000
0.000053,0.322713,0.006149,0.001818,0.000008,0.000003,0.113226,23846.774,-7245515200000000000000
0.000054,0.322882,0.006093,0.001797,0.000008,0.000003,0.114514,23853.214,-6994588600000000000000
0.000056,0.323047,0.00604,0.001776,0.000008,0.000003,0.115761,23859.467,-6757307200000000000000
0.000057,0.323208,0.005988,0.001755,0.000008,0.000003,0.116969,23865.541,-6532641700000000000000
0.000058,0.323366,0.005937,0.001736,0.000007,0.000003,0.118142,23871.445,-6319660600000000000000
0.00006,0.32352,0.005889,0.001717,0.000007,0.000003,0.11928,23877.186,-6117518800000000000000
0.000061,0.323672,0.005842,0.001699,0.000007,0.000002,0.120384,23882.772,-5925448300000000000000
0.000063,0.323844,0.005788,0.001679,0.000007,0.000002,0.121631,23889.091,-5713488900000000000000
0.000065,0.324013,0.005737,0.001659,0.000007,0.000002,0.122838,23895.219,-5513247100000000000000
0.000067,0.324177,0.005688,0.00164,0.000007,0.000002,0.124006,23901.163,-5323820700000000000000
0.000068,0.324338,0.00564,0.001622,0.000006,0.000002,0.125137,23906.933,-5144395700000000000000
0.00007,0.324495,0.005594,0.001604,0.000006,0.000002,0.126234,23912.536,-4974234900000000000000
0.000072,0.324648,0.005549,0.001587,0.000006,0.000002,0.127297,23917.981,-4812670300000000000000
0.000074,0.324798,0.005506,0.001571,0.000006,0.000002,0.128329,23923.273,-4659094800000000000000
0.000076,0.324974,0.005456,0.001552,0.000006,0.000002,0.129527,23929.434,-4484537100000000000000
0.000078,0.325145,0.005408,0.001534,0.000006,0.000002,0.130684,23935.396,-4319830300000000000000
0.00008,0.325312,0.005361,0.001516,0.000006,0.000002,0.131802,23941.168,-4164198100000000000000
0.000082,0.325474,0.005316,0.0015,0.000005,0.000002,0.132883,23946.76,-4016941800000000000000
0.000084,0.325632,0.005273,0.001483,0.000005,0.000002,0.133929,23952.181,-3877431100000000000000
0.000086,0.325787,0.005231,0.001468,0.000005,0.000002,0.134941,23957.437,-3745095800000000000000
0.000088,0.325937,0.005191,0.001453,0.000005,0.000002,0.135922,23962.537,-3619419199999999700000
0.000091,0.326111,0.005145,0.001436,0.000005,0.000002,0.137045,23968.392,-3478330900000000000000
0.000093,0.32628,0.005101,0.00142,0.000005,0.000002,0.138128,23974.048,-3345246600000000000000
0.000095,0.326444,0.005058,0.001404,0.000005,0.000002,0.139172,23979.513,-3219532300000000000000
0.000098,0.326604,0.005017,0.001389,0.000005,0.000002,0.14018,23984.798,-3100618200000000000000
0.0001,0.326759,0.004977,0.001374,0.000005,0.000002,0.141153,23989.91,-2987990500000000000000
0.000103,0.32691,0.004939,0.00136,0.000005,0.000002,0.142094,23994.857,-2881185300000000000000
0.000105,0.327057,0.004903,0.001347,0.000004,0.000002,0.143003,23999.648,-2779782400000000000000
0.000108,0.327222,0.004862,0.001332,0.000004,0.000001,0.144019,24005.016,-2668461900000000000000
0.000111,0.327382,0.004823,0.001318,0.000004,0.000001,0.144998,24010.192,-2563357300000000000000
0.000114,0.327537,0.004785,0.001304,0.000004,0.000001,0.14594,24015.186,-2463986800000000000000
0.000117,0.327688,0.004749,0.001291,0.000004,0.000001,0.146848,24020.006,-2369916500000000000000
0.00012,0.327834,0.004714,0.001279,0.000004,0.000001,0.147723,24024.661,-2280754500000000000000
0.000122,0.327976,0.00468,0.001267,0.000004,0.000001,0.148568,24029.159,-2196146700000000000000
0.000125,0.328113,0.004648,0.001255,0.000004,0.000001,0.149382,24033.505,-2115771700000000000000
0.000129,0.32827,0.004612,0.001242,0.000004,0.000001,0.150305,24038.432,-2026293700000000000000
0.000132,0.328421,0.004577,0.00123,0.000004,0.000001,0.15119,24043.17,-1941835400000000000000
0.000135,0.328567,0.004543,0.001218,0.000004,0.000001,0.15204,24047.728,-1862011600000000000000
0.000139,0.328708,0.004511,0.001206,0.000004,0.000001,0.152857,24052.115,-1786475300000000000000
0.000142,0.328845,0.004481,0.001196,0.000004,0.000001,0.153643,24056.34,-1714913200000000000000
0.000145,0.328976,0.004451,0.001185,0.000003,0.000001,0.154398,24060.409,-1647041900000000000000
0.000149,0.329104,0.004423,0.001175,0.000003,0.000001,0.155126,24064.331,-1582603900000000000000
0.000153,0.329248,0.004391,0.001164,0.000003,0.000001,0.155943,24068.747,-1511143300000000000000
0.000157,0.329387,0.004361,0.001153,0.000003,0.000001,0.156726,24072.979,-1443737200000000000000
0.000161,0.32952,0.004332,0.001143,0.000003,0.000001,0.157475,24077.037,-1380079400000000000000
0.000165,0.329649,0.004305,0.001134,0.000003,0.000001,0.158193,24080.929,-1319893600000000100000
0.000168,0.329772,0.004278,0.001125,0.000003,0.000001,0.15888,24084.663,-1262930100000000000000
0.000172,0.329891,0.004253,0.001116,0.000003,0.000001,0.159539,24088.246,-1208962600000000000000
0.000176,0.330006,0.004229,0.001107,0.000003,0.000001,0.160171,24091.686,-1157785300000000000000
0.000181,0.330138,0.004201,0.001098,0.000003,0.000001,0.160897,24095.647,-1099625100000000000000
0.000186,0.330265,0.004175,0.001089,0.000003,0.000001,0.161589,24099.421,-1044941000000000000000
0.000191,0.330386,0.00415,0.00108,0.000003,0.000001,0.162247,24103.018,-993467400000000000000
0.000195,0.330501,0.004126,0.001072,0.000003,0.000001,0.162873,24106.448,-944964980000000000000
0.0002,0.330612,0.004104,0.001064,0.000003,0.000001,0.16347,24109.719,-899217440000000000000
0.000205,0.330718,0.004082,0.001057,0.000003,0.000001,0.16404,24112.841,-856028810000000000000
0.00021,0.330819,0.004062,0.00105,0.000003,0.000001,0.164582,24115.82,-815221040000000100000
0.000215,0.330932,0.004039,0.001042,0.000003,0.000001,0.165183,24119.122,-770441090000000000000
0.000221,0.331039,0.004018,0.001035,0.000003,0.000001,0.165752,24122.252,-728443810000000000000
0.000226,0.33114,0.003998,0.001028,0.000003,0.000001,0.16629,24125.218,-689019190000000000000
0.000232,0.331237,0.003979,0.001021,0.000003,0.000001,0.1668,24128.031,-651977340000000000000
0.000237,0.331328,0.003961,0.001015,0.000003,0.000001,0.167283,24130.698,-617146030000000000000
0.000243,0.331416,0.003944,0.00101,0.000003,0.000001,0.167741,24133.229,-584368679999999970000
0.000248,0.331499,0.003928,0.001004,0.000003,0.000001,0.168176,24135.629,-553502560000000000000
0.00025,0.331526,0.003922,0.001002,0.000003,0.000001,0.168318,24136.42,-543389720000000030000
0.000252,0.331553,0.003917,0.001001,0.000002,0.000001,0.168459,24137.196,-533479030000000000000
0.000254,0.331579,0.003912,0.000999,0.000002,0.000001,0.168596,24137.959,-523765760000000000000
0.000256,0.331605,0.003907,0.000997,0.000002,0.000001,0.168732,24138.708,-514245330000000000000
0.000258,0.331631,0.003902,0.000995,0.000002,0.000001,0.168865,24139.444,-504913280000000000000
0.000259,0.331656,0.003897,0.000994,0.000002,0.000001,0.168995,24140.167,-495765280000000000000
0.000261,0.33168,0.003892,0.000992,0.000002,0.000001,0.169123,24140.878,-486797130000000000000
0.000265,0.33173,0.003883,0.000989,0.000002,0.000001,0.16938,24142.302,-468874250000000000000
0.000269,0.331778,0.003874,0.000986,0.000002,0.000001,0.169628,24143.676,-451663000000000030000
0.000273,0.331824,0.003865,0.000983,0.000002,0.000001,0.169867,24145,-435131100000000000000
0.000277,0.331868,0.003857,0.00098,0.000002,0.000001,0.170097,24146.277,-419248030000000000000
0.000281,0.331911,0.003848,0.000977,0.000002,0.000001,0.170319,24147.509,-403984960000000000000
0.000285,0.331953,0.003841,0.000975,0.000002,0.000001,0.170533,24148.697,-389314580000000000000
0.000291,0.332018,0.003828,0.000971,0.000002,0.000001,0.170868,24150.561,-366403050000000000000
0.000297,0.332079,0.003817,0.000967,0.000002,0.000001,0.171184,24152.318,-344918640000000000000
0.000304,0.332137,0.003806,0.000963,0.000002,0.000001,0.171481,24153.974,-324762860000000000000
0.00031,0.332192,0.003796,0.00096,0.000002,0.000001,0.171762,24155.535,-305845210000000000000
0.000316,0.332244,0.003786,0.000956,0.000002,0.000001,0.172026,24157.007,-288082370000000000000
0.000323,0.332293,0.003777,0.000953,0.000002,0.000001,0.172275,24158.396,-271397520000000000000
0.000329,0.332339,0.003768,0.00095,0.000002,0.000001,0.17251,24159.705,-255719710000000000000
0.000338,0.3324,0.003757,0.000947,0.000002,0.000001,0.172819,24161.432,-235127900000000020000
0.000347,0.332456,0.003747,0.000943,0.000002,0.000001,0.173104,24163.022,-216252540000000020000
0.000356,0.332508,0.003737,0.00094,0.000002,0.000001,0.173366,24164.486,-198941110000000000000
0.000365,0.332555,0.003728,0.000937,0.000002,0.000001,0.173608,24165.835,-183056190000000000000
0.000374,0.332599,0.00372,0.000934,0.000002,0.000001,0.17383,24167.077,-168473710000000000000
0.000383,0.33264,0.003713,0.000932,0.000002,0.000001,0.174034,24168.221,-155081459999999980000
0.000392,0.332677,0.003706,0.00093,0.000002,0.000001,0.174223,24169.276,-142777750000000010000
0.000403,0.332716,0.003699,0.000927,0.000002,0.000001,0.174418,24170.369,-130051540000000000000
0.000413,0.332752,0.003693,0.000925,0.000002,0.000001,0.174596,24171.366,-118480630000000010000
0.000423,0.332784,0.003687,0.000923,0.000002,0.000001,0.174759,24172.275,-107956440000000000000
0.000433,0.332813,0.003681,0.000922,0.000002,0.000001,0.174906,24173.104,-98381285000000000000
0.000443,0.33284,0.003676,0.00092,0.000002,0.000001,0.175041,24173.86,-89667101000000000000
0.000454,0.332865,0.003672,0.000918,0.000002,0.000001,0.175164,24174.55,-81734443000000000000
0.000464,0.332887,0.003668,0.000917,0.000002,0.000001,0.175276,24175.178,-74511547000000000000
0.000476,0.33291,0.003664,0.000916,0.000002,0.000001,0.175393,24175.831,-67026627000000004000
0.000487,0.332931,0.00366,0.000914,0.000002,0.000001,0.175498,24176.418,-60300459000000004000
0.000499,0.33295,0.003657,0.000913,0.000002,0.000001,0.175592,24176.947,-54254792999999996000
0.000511,0.332967,0.003654,0.000912,0.000002,0.000001,0.175677,24177.423,-48819710000000000000
0.000522,0.332983,0.003651,0.000911,0.000002,0.000001,0.175753,24177.851,-43932686000000000000
0.000534,0.332996,0.003648,0.000911,0.000002,0.000001,0.175822,24178.237,-39537766000000000000
0.000546,0.333009,0.003646,0.00091,0.000002,0.000001,0.175883,24178.584,-35584839000000000000
0.000559,0.333021,0.003644,0.000909,0.000002,0.000001,0.175946,24178.938,-31557271000000000000
0.000573,0.333033,0.003642,0.000908,0.000002,0.000001,0.176002,24179.252,-27987451000000000000
0.000586,0.333043,0.00364,0.000908,0.000002,0.000001,0.176052,24179.53,-24822943000000000000
0.000599,0.333051,0.003638,0.000907,0.000002,0.000001,0.176096,24179.777,-22017406000000000000
0.000613,0.333059,0.003637,0.000907,0.000002,0.000001,0.176135,24179.997,-19529873000000000000
0.000626,0.333066,0.003636,0.000906,0.000002,0.000001,0.17617,24180.191,-17324103000000000000
0.000639,0.333072,0.003635,0.000906,0.000002,0.000001,0.1762,24180.364,-15368024000000000000
0.000655,0.333079,0.003634,0.000906,0.000002,0.000001,0.176231,24180.538,-13394618000000000000
0.00067,0.333084,0.003633,0.000905,0.000002,0.000001,0.176258,24180.69,-11675054000000000000
0.000685,0.333089,0.003632,0.000905,0.000002,0.000001,0.176282,24180.822,-10176571000000000000
0.000701,0.333093,0.003631,0.000905,0.000002,0.000001,0.176302,24180.937,-8870666200000000000
0.000716,0.333096,0.00363,0.000905,0.000002,0.000001,0.17632,24181.038,-7732531900000000000
0.000731,0.3331,0.00363,0.000904,0.000002,0.000001,0.176336,24181.126,-6740569400000000000
0.000747,0.333102,0.003629,0.000904,0.000002,0.000001,0.17635,24181.202,-5875969800000000000
0.000764,0.333105,0.003629,0.000904,0.000002,0.000001,0.176363,24181.279,-5007803400000000000
0.000782,0.333107,0.003628,0.000904,0.000002,0.000001,0.176375,24181.344,-4267988000000000000
0.0008,0.333109,0.003628,0.000904,0.000002,0.000001,0.176385,24181.4,-3637523100000000000
0.000818,0.333111,0.003628,0.000904,0.000002,0.000001,0.176393,24181.447,-3100230500000000000
0.000836,0.333113,0.003628,0.000904,0.000002,0.000001,0.1764,24181.488,-2642332200000000000
0.000854,0.333114,0.003627,0.000904,0.000002,0.000001,0.176407,24181.523,-2252088200000000000
0.000871,0.333115,0.003627,0.000904,0.000002,0.000001,0.176412,24181.552,-1919495100000000000
0.000893,0.333116,0.003627,0.000904,0.000002,0.000001,0.176417,24181.581,-1587119900000000000
0.000914,0.333117,0.003627,0.000903,0.000002,0.000001,0.176421,24181.606,-1312307400000000000
0.000935,0.333118,0.003627,0.000903,0.000002,0.000001,0.176425,24181.626,-1085082400000000000
0.000956,0.333118,0.003627,0.000903,0.000002,0.000001,0.176428,24181.642,-897204340000000000
0.000978,0.333119,0.003626,0.000903,0.000002,0.000001,0.17643,24181.656,-741861850000000000
0.000999,0.333119,0.003626,0.000903,0.000002,0.000001,0.176432,24181.668,-613419610000000000
0.00102,0.333119,0.003626,0.000903,0.000002,0.000001,0.176434,24181.677,-507216150000000000
0.001046,0.33312,0.003626,0.000903,0.000002,0.000001,0.176436,24181.686,-401795480000000000
0.001072,0.33312,0.003626,0.000903,0.000002,0.000001,0.176437,24181.694,-318280800000000000
0.001098,0.33312,0.003626,0.000903,0.000002,0.000001,0.176438,24181.7,-252118270000000000
0.001124,0.33312,0.003626,0.000903,0.000002,0.000001,0.176439,24181.704,-199707060000000000
0.00115,0.33312,0.003626,0.000903,0.000002,0.000001,0.17644,24181.708,-158194610000000000
0.001176,0.333121,0.003626,0.000903,0.000002,0.000001,0.17644,24181.711,-125313720000000000
0.001202,0.333121,0.003626,0.000903,0.000002,0.000001,0.17644,24181.713,-99265234000000000
0.001235,0.333121,0.003626,0.000903,0.000002,0.000001,0.176441,24181.715,-73707074000000000
0.001269,0.333121,0.003626,0.000903,0.000002,0.000001,0.176441,24181.717,-54681518000000000
0.001302,0.333121,0.003626,0.000903,0.000002,0.000001,0.176441,24181.718,-40490127000000000
0.001335,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.719,-29937717000000000
0.001368,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.72,-22197482000000000
0.001402,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.72,-16696389000000000
0.001435,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.721,-12903658000000000
0.001472,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.721,-9932579900000000
0.001509,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.721,-7156591300000000
0.001512,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.721,-6914755100000000
0.001516,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.721,-6676310800000000
0.001519,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.721,-6452336300000000
0.001523,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.721,-6263693900000000
0.001526,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.721,-6092004600000000
0.001529,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.721,-5892406900000000
0.001533,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.721,-5702797400000000
0.001536,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.721,-5540982800000000
0.00154,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.721,-5376212100000000
0.001544,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.721,-5166143600000000
0.001548,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.721,-4976925900000000
0.001551,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-4848192700000000
0.001555,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-4706221300000000
0.00156,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-4483367600000000
0.001564,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-4278069000000000
0.001569,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-4126047000000000
0.001574,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-3978994400000000
0.001578,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-3805679200000000
0.001587,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-3511851700000000
0.001595,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-3296773300000000
0.001604,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-3090411500000000
0.001613,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-2837831800000000
0.001621,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-2595878300000000
0.001637,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-2290611300000000
0.001652,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-2046260900000000
0.001667,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-1800756100000000
0.001683,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-1562240100000000
0.00172,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-1120146400000000
0.001756,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-832789680000000
0.001793,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-636774080000000
0.00183,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-482934810000000
0.001911,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-248042860000000
0.001993,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-139121770000000
0.002075,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-122356150000000
0.002156,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-152967720000000
0.00232,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-161213680000000
0.002321,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-160746540000000
0.002323,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-159845220000000
0.002324,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-158352470000000
0.002337,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-132297530000000
0.002351,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-111357210000000
0.002364,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-92388051000000
0.002479,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,41495975000000
0.002594,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,142842400000000
0.002709,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,221075980000000
0.002931,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,300944250000000
0.003154,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,290071990000000
0.003377,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,208685220000000
0.0036,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,79110651000000
0.003973,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-193940460000000
0.004346,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-462575340000000
0.00472,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-649142030000000
0.005093,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-682830790000000
0.005466,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-507364330000000
0.005924,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,57258599000000
0.006382,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,1019892100000000
0.00684,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,2408932600000000
0.006853,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,2345576200000000
0.006865,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,2158948900000000
0.006877,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,1511880200000000
0.006878,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,1496913900000000
0.006878,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,1495662500000000
0.006878,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,1494974700000000
0.006879,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,1499654400000000
0.006879,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,1486961200000000
0.006879,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,1497009700000000
0.00688,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,1492140000000000
0.006881,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,1482598500000000
0.006881,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,1479325700000000
0.006881,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,1476349400000000
0.006881,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,1473663000000000
0.006881,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,1471107600000000
0.006881,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,1468555400000000
0.006883,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,1445041700000000
0.006885,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,1424593400000000
0.006887,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,1406401400000000
0.006888,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,1388482000000000
0.006906,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,1150797400000000
0.006923,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,859470870000000
0.00694,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,646999900000000
0.006976,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,230928120000000
0.007011,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-141630320000000
0.007047,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-472759740000000
0.007135,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-1118470700000000
0.007222,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-1529497400000000
0.00731,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-1718474200000000
0.007397,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-1703015300000000
0.007611,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,-889685200000000
0.007824,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,871298300000000
0.008038,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.722,3426280300000000
0.008251,0.333121,0.003626,0.000903,0.000002,0.000001,0.176442,24181.721,6641400200000000
0.008465,0.333122,0.003626,0.000903,0.000002,0.000001,0.176441,24181.72,10373150000000000
0.008467,0.333122,0.003626,0.000903,0.000002,0.000001,0.176441,24181.72,10261572000000000
