@relation 'dataset_N2N_only_RDm1-weka.filters.unsupervised.attribute.Remove-V-R2,4,13,16,31,34,51,54-55'

@attribute time_s numeric
@attribute X1 numeric
@attribute X10 numeric
@attribute X13 numeric
@attribute X28 numeric
@attribute X31 numeric
@attribute X48 numeric
@attribute p numeric
@attribute RDm1 numeric

@data
0,0.663782,0.000047,0.000002,0,0,0.000022,22564.519,-617655660000000000000000
0,0.658232,0.000053,0.000003,0,0,0.000022,22570.447,-607235130000000000000000
0,0.652811,0.000061,0.000003,0,0,0.000023,22576.331,-597085630000000000000000
0,0.647513,0.000068,0.000004,0,0,0.000024,22582.172,-587197790000000000000000
0,0.642336,0.000077,0.000004,0,0,0.000024,22587.97,-577562710000000000000000
0,0.637275,0.000086,0.000005,0,0,0.000025,22593.726,-568171820000000000000000
0,0.631478,0.000098,0.000006,0,0,0.000026,22600.428,-557451680000000000000000
0,0.625832,0.000111,0.000007,0,0,0.000026,22607.072,-547044000000000000000000
0,0.620329,0.000125,0.000009,0,0,0.000027,22613.659,-536936780000000000000000
0,0.614964,0.00014,0.00001,0,0,0.000028,22620.19,-527118620000000000000000
0,0.609734,0.000156,0.000011,0,0,0.000029,22626.664,-517578660000000000000000
0,0.604632,0.000174,0.000013,0,0,0.000029,22633.083,-508306550000000000000000
0,0.599655,0.000192,0.000015,0,0,0.00003,22639.447,-499292440000000000000000
0,0.594183,0.000214,0.000017,0,0,0.000031,22646.563,-489417820000000000000000
0,0.588858,0.000238,0.00002,0,0,0.000032,22653.61,-479846950000000000000000
0,0.583674,0.000263,0.000023,0,0,0.000033,22660.589,-470567650000000000000000
0,0.578627,0.00029,0.000026,0,0,0.000034,22667.501,-461568320000000000000000
0,0.573712,0.000318,0.00003,0,0,0.000035,22674.345,-452837960000000000000000
0,0.568923,0.000348,0.000033,0,0,0.000036,22681.123,-444366110000000000000000
0,0.564257,0.000379,0.000037,0,0,0.000037,22687.835,-436142810000000000000000
0,0.559085,0.000416,0.000043,0,0,0.000038,22695.4,-427067650000000000000000
0,0.554059,0.000455,0.000048,0,0,0.000039,22702.881,-418289350000000000000000
0,0.549175,0.000497,0.000054,0,0,0.00004,22710.28,-409795350000000000000000
0,0.544426,0.00054,0.00006,0,0,0.000041,22717.597,-401573730000000000000000
0,0.539807,0.000585,0.000067,0,0,0.000042,22724.833,-393613220000000000000000
0,0.535314,0.000631,0.000075,0,0,0.000044,22731.988,-385903110000000000000000
0,0.530941,0.00068,0.000082,0,0,0.000045,22739.064,-378433230000000000000000
0,0.526684,0.00073,0.000091,0,0,0.000046,22746.062,-371193960000000000000000
0,0.522323,0.000785,0.0001,0,0,0.000047,22753.347,-363810840000000000000000
0,0.518081,0.000841,0.00011,0,0,0.000049,22760.546,-356663060000000000000000
0,0.513953,0.000899,0.00012,0,0,0.00005,22767.661,-349740980000000000000000
0,0.509937,0.000959,0.000131,0,0,0.000051,22774.693,-343035470000000000000000
0,0.506026,0.001021,0.000143,0,0,0.000053,22781.642,-336537830000000000000000
0,0.502219,0.001084,0.000155,0,0,0.000054,22788.511,-330239810000000000000000
0,0.49851,0.001148,0.000168,0,0,0.000055,22795.299,-324133570000000000000000
0,0.494111,0.001229,0.000184,0,0,0.000057,22803.478,-316927980000000000000000
0.000001,0.489849,0.001312,0.000201,0,0,0.000059,22811.54,-309984250000000000000000
0.000001,0.485717,0.001396,0.000219,0,0,0.000061,22819.488,-303290260000000000000000
0.000001,0.48171,0.001482,0.000238,0,0,0.000063,22827.321,-296834570000000000000000
0.000001,0.477823,0.00157,0.000257,0,0,0.000065,22835.043,-290606400000000000000000
0.000001,0.474051,0.00166,0.000278,0,0,0.000067,22842.654,-284595560000000000000000
0.000001,0.47039,0.001751,0.000299,0,0,0.000069,22850.157,-278792420000000000000000
0.000001,0.466236,0.001859,0.000324,0,0,0.000071,22858.808,-272246400000000000000000
0.000001,0.462221,0.001968,0.000351,0,0,0.000074,22867.315,-265959140000000000000000
0.000001,0.458338,0.002079,0.000378,0,0,0.000076,22875.679,-259917710000000000000000
0.000001,0.454583,0.002192,0.000406,0,0,0.000079,22883.903,-254109960000000000000000
0.000001,0.45095,0.002305,0.000436,0,0,0.000082,22891.988,-248524480000000000000000
0.000001,0.447433,0.002419,0.000466,0,0,0.000085,22899.938,-243150550000000000000000
0.000001,0.444027,0.002534,0.000496,0,0,0.000088,22907.754,-237978060000000000000000
0.000001,0.440265,0.002667,0.000532,0,0,0.000092,22916.526,-232301030000000000000000
0.000001,0.436636,0.0028,0.000569,0,0,0.000096,22925.13,-226861380000000000000000
0.000001,0.433134,0.002933,0.000607,0.000001,0,0.0001,22933.568,-221646660000000000000000
0.000001,0.429753,0.003066,0.000646,0.000001,0,0.000104,22941.844,-216645200000000000000000
0.000001,0.426488,0.0032,0.000685,0.000001,0,0.000108,22949.961,-211846040000000000000000
0.000001,0.423333,0.003333,0.000725,0.000001,0,0.000113,22957.922,-207238950000000000000000
0.000001,0.420283,0.003467,0.000765,0.000001,0,0.000118,22965.729,-202814280000000000000000
0.000001,0.416842,0.003622,0.000813,0.000001,0,0.000124,22974.677,-197855030000000000000000
0.000001,0.413533,0.003777,0.000862,0.000001,0,0.000131,22983.422,-193119770000000000000000
0.000001,0.410349,0.003931,0.000911,0.000001,0,0.000138,22991.971,-188595880000000000000000
0.000001,0.407284,0.004083,0.00096,0.000001,0,0.000145,23000.327,-184271600000000000000000
0.000001,0.404333,0.004235,0.00101,0.000002,0.000001,0.000153,23008.495,-180135940000000000000000
0.000001,0.40149,0.004385,0.001061,0.000002,0.000001,0.000161,23016.478,-176178660000000000000000
0.000001,0.398751,0.004534,0.001111,0.000002,0.000001,0.00017,23024.281,-172390160000000000000000
0.000001,0.39611,0.00468,0.001162,0.000002,0.000001,0.000179,23031.908,-168761500000000000000000
0.000001,0.393563,0.004826,0.001212,0.000002,0.000001,0.000189,23039.363,-165284280000000000000000
0.000001,0.391106,0.004969,0.001263,0.000003,0.000001,0.0002,23046.649,-161950640000000000000000
0.000001,0.388735,0.00511,0.001314,0.000003,0.000001,0.000211,23053.77,-158753200000000000000000
0.000001,0.386439,0.00525,0.001364,0.000003,0.000001,0.000222,23060.756,-155673880000000000000000
0.000001,0.384222,0.005388,0.001415,0.000003,0.000001,0.000235,23067.584,-152718250000000000000000
0.000001,0.382081,0.005524,0.001465,0.000004,0.000001,0.000248,23074.256,-149880140000000000000000
0.000001,0.380013,0.005657,0.001515,0.000004,0.000001,0.000262,23080.777,-147153750000000000000000
0.000001,0.378015,0.005789,0.001565,0.000004,0.000001,0.000276,23087.15,-144533610000000000000000
0.000001,0.376084,0.005918,0.001614,0.000005,0.000002,0.000292,23093.378,-142014580000000000000000
0.000001,0.374217,0.006045,0.001663,0.000005,0.000002,0.000308,23099.465,-139591840000000000000000
0.000001,0.372238,0.006182,0.001716,0.000005,0.000002,0.000327,23105.992,-137036040000000000000000
0.000001,0.37033,0.006316,0.001769,0.000006,0.000002,0.000346,23112.356,-134585210000000000000000
0.000001,0.368491,0.006447,0.001821,0.000006,0.000002,0.000367,23118.561,-132234000000000000000000
0.000001,0.366717,0.006575,0.001872,0.000007,0.000002,0.000389,23124.613,-129977400000000000000000
0.000001,0.365005,0.006701,0.001923,0.000007,0.000002,0.000412,23130.513,-127810690000000000000000
0.000001,0.363354,0.006824,0.001973,0.000007,0.000003,0.000436,23136.266,-125729410000000000000000
0.000001,0.361761,0.006944,0.002022,0.000008,0.000003,0.000461,23141.877,-123729400000000000000000
0.000001,0.359576,0.007111,0.002091,0.000009,0.000003,0.0005,23149.665,-121000240000000000000000
0.000001,0.357499,0.007272,0.002159,0.000009,0.000003,0.00054,23157.178,-118418800000000000000000
0.000001,0.355522,0.007428,0.002225,0.00001,0.000004,0.000583,23164.426,-115975180000000000000000
0.000001,0.353641,0.007579,0.002289,0.000011,0.000004,0.000629,23171.418,-113660280000000000000000
0.000001,0.35185,0.007724,0.002352,0.000011,0.000004,0.000678,23178.163,-111465700000000000000000
0.000001,0.350145,0.007864,0.002413,0.000012,0.000004,0.000729,23184.67,-109383670000000000000000
0.000001,0.348521,0.007999,0.002472,0.000013,0.000005,0.000782,23190.949,-107407030000000000000000
0.000001,0.346763,0.008147,0.002537,0.000013,0.000005,0.000847,23197.837,-105274310000000000000000
0.000001,0.345098,0.008288,0.0026,0.000014,0.000005,0.000915,23204.451,-103260830000000000000000
0.000002,0.343522,0.008424,0.002661,0.000015,0.000006,0.000986,23210.802,-101358270000000000000000
0.000002,0.34203,0.008553,0.002719,0.000016,0.000006,0.001062,23216.902,-99558992000000000000000
0.000002,0.340615,0.008677,0.002776,0.000017,0.000006,0.00114,23222.761,-97855980000000000000000
0.000002,0.339275,0.008795,0.00283,0.000017,0.000007,0.001222,23228.391,-96242763000000000000000
0.000002,0.338004,0.008907,0.002882,0.000018,0.000007,0.001308,23233.8,-94713377000000000000000
0.000002,0.336799,0.009015,0.002932,0.000019,0.000007,0.001397,23238.998,-93262316000000000000000
0.000002,0.335657,0.009117,0.00298,0.00002,0.000008,0.001489,23243.994,-91884489000000000000000
0.000002,0.334573,0.009215,0.003026,0.00002,0.000008,0.001585,23248.797,-90575190000000000000000
0.000002,0.333645,0.009298,0.003065,0.000021,0.000008,0.001674,23252.965,-89451003000000000000000
0.000002,0.33276,0.009379,0.003103,0.000022,0.000009,0.001766,23256.99,-88375899000000000000000
0.000002,0.331915,0.009455,0.00314,0.000022,0.000009,0.00186,23260.876,-87347110000000000000000
0.000002,0.33111,0.009529,0.003175,0.000023,0.000009,0.001957,23264.629,-86362045000000000000000
0.000002,0.330341,0.009599,0.003209,0.000024,0.000009,0.002057,23268.256,-85418278000000000000000
0.000002,0.329608,0.009666,0.003241,0.000024,0.00001,0.002158,23271.76,-84513539000000000000000
0.000002,0.328909,0.009729,0.003272,0.000025,0.00001,0.002262,23275.147,-83645699000000000000000
0.000002,0.328241,0.00979,0.003302,0.000025,0.00001,0.002369,23278.421,-82812760000000000000000
0.000002,0.327599,0.009849,0.00333,0.000026,0.00001,0.002478,23281.612,-82006639000000000000000
0.000002,0.326987,0.009905,0.003358,0.000026,0.00001,0.00259,23284.697,-81232269000000000000000
0.000002,0.326402,0.009958,0.003384,0.000027,0.000011,0.002704,23287.682,-80487960000000000000000
0.000002,0.325845,0.010008,0.003409,0.000027,0.000011,0.00282,23290.569,-79772120000000000000000
0.000002,0.325313,0.010057,0.003432,0.000028,0.000011,0.002938,23293.364,-79083255000000000000000
0.000002,0.324805,0.010102,0.003455,0.000028,0.000011,0.003058,23296.07,-78419959000000000000000
0.000002,0.324318,0.010146,0.003477,0.000029,0.000012,0.00318,23298.702,-77777828000000000000000
0.000002,0.323854,0.010188,0.003498,0.000029,0.000012,0.003304,23301.252,-77158914000000000000000
0.000002,0.323411,0.010227,0.003517,0.00003,0.000012,0.00343,23303.723,-76562028000000000000000
0.000002,0.322988,0.010264,0.003536,0.00003,0.000012,0.003558,23306.117,-75986047000000000000000
0.000002,0.322585,0.0103,0.003554,0.00003,0.000012,0.003687,23308.439,-75429911000000000000000
0.000002,0.3222,0.010333,0.003571,0.000031,0.000012,0.003818,23310.691,-74892622000000000000000
0.000002,0.321812,0.010367,0.003588,0.000031,0.000013,0.003958,23313.003,-74343085000000000000000
0.000002,0.321442,0.010399,0.003604,0.000031,0.000013,0.0041,23315.244,-73812577000000000000000
0.000002,0.32109,0.010429,0.003619,0.000032,0.000013,0.004243,23317.415,-73300106000000000000000
0.000002,0.320756,0.010457,0.003634,0.000032,0.000013,0.004388,23319.521,-72804736000000004000000
0.000003,0.320438,0.010483,0.003647,0.000032,0.000013,0.004534,23321.565,-72325586000000000000000
0.000003,0.320135,0.010508,0.00366,0.000033,0.000013,0.004682,23323.548,-71861826000000000000000
0.000003,0.319831,0.010533,0.003673,0.000033,0.000013,0.004839,23325.58,-71388228000000000000000
0.000003,0.319543,0.010556,0.003685,0.000033,0.000013,0.004998,23327.55,-70930032000000000000000
0.000003,0.319269,0.010577,0.003696,0.000033,0.000014,0.005157,23329.463,-70486424000000000000000
0.000003,0.31901,0.010597,0.003706,0.000034,0.000014,0.005318,23331.32,-70056638000000000000000
0.000003,0.318764,0.010616,0.003716,0.000034,0.000014,0.00548,23333.125,-69639950000000000000000
0.000003,0.31853,0.010633,0.003725,0.000034,0.000014,0.005643,23334.879,-69235682000000000000000
0.000003,0.318283,0.010651,0.003734,0.000034,0.000014,0.005827,23336.786,-68797239000000000000000
0.000003,0.318051,0.010667,0.003743,0.000035,0.000014,0.006012,23338.636,-68372705000000000000000
0.000003,0.317831,0.010682,0.003751,0.000035,0.000014,0.006198,23340.432,-67961291000000000000000
0.000003,0.317624,0.010696,0.003758,0.000035,0.000014,0.006385,23342.176,-67562260000000000000000
0.000003,0.317429,0.010708,0.003765,0.000035,0.000014,0.006573,23343.873,-67174921000000000000000
0.000003,0.317246,0.010719,0.003771,0.000035,0.000014,0.006761,23345.524,-66798625000000000000000
0.000003,0.317061,0.01073,0.003777,0.000035,0.000014,0.006964,23347.238,-66408258000000000000000
0.000003,0.316888,0.010739,0.003782,0.000036,0.000015,0.007167,23348.906,-66029102000000000000000
0.000003,0.316726,0.010748,0.003787,0.000036,0.000015,0.007371,23350.53,-65660512000000000000000
0.000003,0.316574,0.010755,0.003791,0.000036,0.000015,0.007575,23352.112,-65301882000000000000000
0.000003,0.316431,0.010761,0.003794,0.000036,0.000015,0.00778,23353.654,-64952650000000000000000
0.000003,0.316297,0.010766,0.003797,0.000036,0.000015,0.007986,23355.159,-64612286000000000000000
0.000003,0.316158,0.010771,0.0038,0.000036,0.000015,0.008216,23356.799,-64241728000000000000000
0.000003,0.316028,0.010774,0.003803,0.000036,0.000015,0.008447,23358.398,-63880992000000000000000
0.000003,0.315907,0.010777,0.003805,0.000036,0.000015,0.008678,23359.958,-63529484000000000000000
0.000003,0.315795,0.010779,0.003806,0.000036,0.000015,0.00891,23361.481,-63186648000000000000000
0.000003,0.315691,0.01078,0.003807,0.000036,0.000015,0.009142,23362.97,-62851970000000000000000
0.000003,0.315595,0.01078,0.003808,0.000036,0.000015,0.009374,23364.427,-62524971000000000000000
0.000004,0.3155,0.010779,0.003808,0.000036,0.000015,0.00962,23365.938,-62186103000000000000000
0.000004,0.315413,0.010778,0.003808,0.000036,0.000015,0.009867,23367.417,-61854879000000000000000
0.000004,0.315332,0.010776,0.003807,0.000036,0.000015,0.010113,23368.866,-61530843000000000000000
0.000004,0.315258,0.010773,0.003806,0.000036,0.000015,0.010359,23370.287,-61213572000000000000000
0.000004,0.315189,0.01077,0.003805,0.000036,0.000015,0.010606,23371.682,-60902675000000000000000
0.000004,0.315126,0.010766,0.003803,0.000036,0.000015,0.010852,23373.051,-60597789000000000000000
0.000004,0.31506,0.01076,0.003801,0.000036,0.000015,0.011135,23374.601,-60253401000000000000000
0.000004,0.315,0.010755,0.003799,0.000036,0.000015,0.011419,23376.122,-59916074000000000000000
0.000004,0.314946,0.010748,0.003796,0.000036,0.000015,0.011701,23377.616,-59585372000000000000000
0.000004,0.314897,0.010741,0.003793,0.000036,0.000015,0.011984,23379.085,-59260894000000000000000
0.000004,0.314853,0.010734,0.00379,0.000036,0.000015,0.012266,23380.53,-58942270000000000000000
0.000004,0.314813,0.010726,0.003787,0.000036,0.000015,0.012548,23381.954,-58629161000000000000000
0.000004,0.314777,0.010717,0.003783,0.000036,0.000015,0.012836,23383.396,-58312765000000000000000
0.000004,0.314744,0.010708,0.003779,0.000036,0.000015,0.013125,23384.818,-58001555000000000000000
0.000004,0.314716,0.010699,0.003775,0.000036,0.000015,0.013412,23386.221,-57695246000000000000000
0.000004,0.31469,0.010689,0.003771,0.000036,0.000015,0.013699,23387.607,-57393577000000000000000
0.000004,0.314668,0.010679,0.003766,0.000036,0.000015,0.013985,23388.976,-57096306000000000000000
0.000004,0.314649,0.010669,0.003762,0.000036,0.000015,0.014271,23390.33,-56803211000000000000000
0.000004,0.31463,0.010657,0.003756,0.000036,0.000015,0.014598,23391.866,-56471491000000000000000
0.000005,0.314614,0.010645,0.003751,0.000035,0.000014,0.014924,23393.385,-56144728000000000000000
0.000005,0.314601,0.010632,0.003745,0.000035,0.000014,0.015248,23394.888,-55822662000000000000000
0.000005,0.314591,0.010619,0.003739,0.000035,0.000014,0.015572,23396.374,-55505060000000000000000
0.000005,0.314583,0.010606,0.003733,0.000035,0.000014,0.015895,23397.846,-55191706000000000000000
0.000005,0.314577,0.010593,0.003727,0.000035,0.000014,0.016216,23399.305,-54882404000000000000000
0.000005,0.314572,0.010579,0.003721,0.000035,0.000014,0.016553,23400.823,-54561617000000000000000
0.000005,0.31457,0.010565,0.003715,0.000035,0.000014,0.016888,23402.328,-54244915000000000000000
0.000005,0.31457,0.010551,0.003708,0.000035,0.000014,0.017222,23403.821,-53932126000000000000000
0.000005,0.314571,0.010537,0.003702,0.000035,0.000014,0.017555,23405.301,-53623092000000000000000
0.000005,0.314574,0.010522,0.003695,0.000034,0.000014,0.017886,23406.771,-53317668000000000000000
0.000005,0.314577,0.010508,0.003688,0.000034,0.000014,0.018216,23408.229,-53015721000000000000000
0.000005,0.314583,0.010492,0.003681,0.000034,0.000014,0.018584,23409.85,-52681837000000000000000
0.000005,0.31459,0.010475,0.003673,0.000034,0.000014,0.01895,23411.458,-52351999000000000000000
0.000005,0.314598,0.010459,0.003666,0.000034,0.000014,0.019314,23413.055,-52026064000000000000000
0.000005,0.314607,0.010442,0.003658,0.000034,0.000014,0.019677,23414.641,-51703903000000000000000
0.000006,0.314617,0.010426,0.003651,0.000034,0.000014,0.020038,23416.216,-51385396000000000000000
0.000006,0.314628,0.01041,0.003643,0.000033,0.000014,0.020397,23417.782,-51070433000000000000000
0.000006,0.314641,0.010392,0.003635,0.000033,0.000014,0.020788,23419.483,-50730059000000000000000
0.000006,0.314655,0.010374,0.003627,0.000033,0.000013,0.021177,23421.173,-50393679000000000000000
0.000006,0.314669,0.010356,0.003619,0.000033,0.000013,0.021564,23422.852,-50061182000000000000000
0.000006,0.314684,0.010338,0.003611,0.000033,0.000013,0.021949,23424.521,-49732464000000000000000
0.000006,0.314699,0.01032,0.003602,0.000033,0.000013,0.022332,23426.18,-49407432000000000000000
0.000006,0.314722,0.010295,0.003591,0.000032,0.000013,0.022871,23428.513,-48953539000000000000000
0.000006,0.314745,0.01027,0.00358,0.000032,0.000013,0.023405,23430.827,-48506621000000000000000
0.000006,0.314769,0.010245,0.003568,0.000032,0.000013,0.023936,23433.123,-48066468000000000000000
0.000007,0.314794,0.010221,0.003557,0.000032,0.000013,0.024464,23435.403,-47632888000000000000000
0.000007,0.314819,0.010196,0.003546,0.000032,0.000013,0.024987,23437.666,-47205705000000000000000
0.000007,0.314844,0.010172,0.003534,0.000031,0.000013,0.025507,23439.913,-46784754000000000000000
0.000007,0.314883,0.010135,0.003518,0.000031,0.000013,0.026274,23443.234,-46168416000000000000000
0.000007,0.314922,0.0101,0.003501,0.000031,0.000012,0.027034,23446.521,-45565122000000000000000
0.000007,0.314962,0.010064,0.003485,0.000031,0.000012,0.027785,23449.776,-44974441000000000000000
0.000007,0.315002,0.010029,0.003469,0.00003,0.000012,0.028529,23452.999,-44395973000000000000000
0.000008,0.315042,0.009994,0.003453,0.00003,0.000012,0.029265,23456.191,-43829346000000000000000
0.000008,0.315082,0.00996,0.003438,0.00003,0.000012,0.029993,23459.352,-43274210000000000000000
0.000008,0.315133,0.009917,0.003418,0.000029,0.000012,0.030904,23463.308,-42588022000000000000000
0.000008,0.315185,0.009874,0.003399,0.000029,0.000012,0.031802,23467.218,-41919053000000000000000
0.000008,0.315236,0.009832,0.00338,0.000029,0.000011,0.032689,23471.083,-41266707000000000000000
0.000009,0.315287,0.009791,0.003361,0.000028,0.000011,0.033565,23474.903,-40630419000000000000000
0.000009,0.315339,0.00975,0.003343,0.000028,0.000011,0.034429,23478.68,-40009652000000000000000
0.000009,0.31539,0.009709,0.003325,0.000028,0.000011,0.035283,23482.414,-39403894000000000000000
0.000009,0.315472,0.009646,0.003296,0.000027,0.000011,0.036624,23488.289,-38466925000000000000000
0.00001,0.315554,0.009584,0.003268,0.000027,0.000011,0.037938,23494.06,-37565076000000000000000
0.00001,0.315635,0.009523,0.003241,0.000026,0.00001,0.039227,23499.731,-36696592000000000000000
0.000011,0.315716,0.009463,0.003214,0.000026,0.00001,0.040491,23505.305,-35859827000000000000000
0.000011,0.315797,0.009405,0.003188,0.000025,0.00001,0.041731,23510.785,-35053237000000000000000
0.000011,0.315878,0.009348,0.003162,0.000025,0.00001,0.042948,23516.173,-34275371000000000000000
0.000012,0.316,0.009262,0.003124,0.000024,0.00001,0.044766,23524.241,-33138224000000000000000
0.000012,0.316122,0.009179,0.003087,0.000024,0.000009,0.046534,23532.109,-32060564000000000000000
0.000013,0.316243,0.009098,0.003052,0.000023,0.000009,0.048253,23539.786,-31038257000000000000000
0.000013,0.316363,0.00902,0.003017,0.000023,0.000009,0.049927,23547.278,-30067519999999998000000
0.000014,0.316482,0.008943,0.002983,0.000022,0.000009,0.051557,23554.593,-29144888000000000000000
0.000014,0.3166,0.008869,0.002951,0.000022,0.000008,0.053144,23561.738,-28267180000000000000000
0.000015,0.316738,0.008784,0.002913,0.000021,0.000008,0.054961,23569.937,-27288056000000000000000
0.000016,0.316874,0.008702,0.002877,0.000021,0.000008,0.056724,23577.919,-26362738000000000000000
0.000016,0.317009,0.008622,0.002843,0.00002,0.000008,0.058437,23585.694,-25487275000000000000000
