@relation dataset_N2N_only_RDm1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute x_s numeric
@attribute time_s numeric
@attribute Temp numeric
@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute X9 numeric
@attribute X10 numeric
@attribute X11 numeric
@attribute X12 numeric
@attribute X13 numeric
@attribute X14 numeric
@attribute X15 numeric
@attribute X16 numeric
@attribute X17 numeric
@attribute X18 numeric
@attribute X19 numeric
@attribute X20 numeric
@attribute X21 numeric
@attribute X22 numeric
@attribute X23 numeric
@attribute X24 numeric
@attribute X25 numeric
@attribute X26 numeric
@attribute X27 numeric
@attribute X28 numeric
@attribute X29 numeric
@attribute X30 numeric
@attribute X31 numeric
@attribute X32 numeric
@attribute X33 numeric
@attribute X34 numeric
@attribute X35 numeric
@attribute X36 numeric
@attribute X37 numeric
@attribute X38 numeric
@attribute X39 numeric
@attribute X40 numeric
@attribute X41 numeric
@attribute X42 numeric
@attribute X43 numeric
@attribute X44 numeric
@attribute X45 numeric
@attribute X46 numeric
@attribute X47 numeric
@attribute X48 numeric
@attribute rho numeric
@attribute v numeric
@attribute p numeric
@attribute RDm1 numeric

@data
0,0,0.985276,0.900601,0.254687,0.030429,0.003266,0.000358,0.00004,0.000005,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000016,0.011307,0.981166,0.018834,-1147693200000000000000000
0,0,0.984321,0.894622,0.268804,0.034004,0.00386,0.000447,0.000053,0.000007,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000017,0.012044,0.979947,0.020053,-1139303900000000000000000
0,0,0.983174,0.887509,0.285424,0.03849,0.004652,0.000572,0.000072,0.000009,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000018,0.012932,0.978483,0.021517,-1129330700000000000000000
0,0,0.982029,0.880487,0.301645,0.043162,0.005528,0.00072,0.000096,0.000013,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000019,0.013817,0.977023,0.022977,-1119493800000000000000000
0,0,0.980887,0.873553,0.317478,0.048007,0.00649,0.000891,0.000126,0.000018,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00002,0.014702,0.975566,0.024434,-1109790700000000000000000
0,0,0.979748,0.866707,0.332933,0.053013,0.007539,0.001087,0.000161,0.000024,0.000004,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000022,0.015585,0.974114,0.025887,-1100219000000000000000000
0,0,0.978611,0.859947,0.348022,0.058168,0.008674,0.001311,0.000203,0.000032,0.000005,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000023,0.016467,0.972665,0.027335,-1090775900000000000000000
0,0,0.977478,0.853271,0.362754,0.063462,0.009896,0.001562,0.000252,0.000042,0.000007,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000024,0.017348,0.97122,0.02878,-1081459300000000000000000
0,0,0.976346,0.846677,0.377138,0.068884,0.011206,0.001844,0.00031,0.000053,0.000009,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000025,0.018227,0.969779,0.030221,-1072266700000000000000000
0,0,0.974865,0.838142,0.395514,0.076183,0.013056,0.002261,0.000399,0.000072,0.000013,0.000003,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000027,0.01938,0.967893,0.032108,-1060381000000000000000000
0,0,0.973388,0.829744,0.413327,0.083667,0.015054,0.002734,0.000506,0.000096,0.000019,0.000004,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000029,0.02053,0.966013,0.033987,-1048700100000000000000000
0,0,0.971916,0.821479,0.430599,0.091315,0.017198,0.003266,0.000632,0.000125,0.000025,0.000005,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00003,0.021678,0.96414,0.03586,-1037219200000000000000000
0,0,0.970448,0.813344,0.447346,0.099112,0.019486,0.00386,0.000778,0.00016,0.000034,0.000007,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000032,0.022824,0.962273,0.037727,-1025933600000000000000000
0,0,0.968985,0.805337,0.463589,0.107038,0.021915,0.004517,0.000946,0.000202,0.000044,0.00001,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000034,0.023968,0.960413,0.039587,-1014838600000000000000000
0,0,0.967527,0.797453,0.479342,0.115081,0.024482,0.005239,0.001139,0.000252,0.000057,0.000013,0.000003,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000035,0.025109,0.958559,0.04144,-1003929800000000000000000
0,0,0.966073,0.789692,0.494624,0.123224,0.027185,0.006029,0.001357,0.000311,0.000073,0.000017,0.000004,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000037,0.026249,0.956712,0.043288,-993202960000000000000000
0,0,0.964357,0.780658,0.512126,0.132974,0.030554,0.007052,0.001651,0.000393,0.000095,0.000024,0.000006,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000039,0.027594,0.954534,0.045466,-980735190000000000000000
0,0,0.962648,0.771785,0.529013,0.142826,0.034102,0.008174,0.001985,0.00049,0.000123,0.000031,0.000008,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000041,0.028936,0.952365,0.047635,-968509790000000000000000
0,0,0.960946,0.763071,0.545312,0.15276,0.037823,0.009395,0.002363,0.000603,0.000157,0.000041,0.000011,0.000003,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000043,0.030276,0.950205,0.049795,-956520290000000000000000
0,0,0.95925,0.754511,0.561044,0.16276,0.041711,0.010717,0.002787,0.000735,0.000197,0.000054,0.000015,0.000004,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000045,0.031612,0.948054,0.051947,-944760460000000000000000
0,0,0.957559,0.7461,0.576231,0.172808,0.045758,0.01214,0.003258,0.000886,0.000245,0.000069,0.00002,0.000006,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000047,0.032944,0.945911,0.054089,-933224280000000000000000
0,0,0.955876,0.737835,0.590895,0.182891,0.049958,0.013667,0.00378,0.001059,0.000301,0.000087,0.000026,0.000008,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000048,0.034274,0.943778,0.056222,-921905920000000000000000
0,0,0.954198,0.729713,0.605055,0.192994,0.054304,0.015295,0.004353,0.001254,0.000366,0.000109,0.000033,0.00001,0.000003,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00005,0.035601,0.941653,0.058347,-910799780000000000000000
0,0,0.952183,0.720102,0.62149,0.205188,0.059731,0.017396,0.005116,0.001522,0.000459,0.00014,0.000044,0.000014,0.000004,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000053,0.037196,0.939102,0.060898,-897680200000000000000000
0,0,0.950177,0.710686,0.637251,0.217375,0.06535,0.019646,0.005961,0.001829,0.000568,0.000179,0.000057,0.000019,0.000006,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000055,0.038787,0.936564,0.063436,-884852190000000000000000
0,0,0.94818,0.70146,0.65237,0.229535,0.071148,0.022043,0.006889,0.002176,0.000695,0.000225,0.000074,0.000025,0.000008,0.000003,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000058,0.040374,0.934039,0.065961,-872306930000000000000000
0,0,0.946192,0.692419,0.666875,0.241654,0.077114,0.024586,0.007904,0.002566,0.000843,0.00028,0.000095,0.000032,0.000011,0.000004,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00006,0.041955,0.931526,0.068474,-860035960000000000000000
0.000001,0.000001,0.944213,0.683558,0.680794,0.253717,0.083238,0.027273,0.009007,0.003003,0.001012,0.000345,0.000119,0.000042,0.000015,0.000005,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000062,0.043533,0.929026,0.070974,-848031110000000000000000
0.000001,0.000001,0.942242,0.67487,0.694151,0.265711,0.089508,0.030102,0.010199,0.003487,0.001204,0.000421,0.000149,0.000054,0.00002,0.000007,0.000003,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000065,0.045105,0.926539,0.073461,-836284550000000000000000
0.000001,0.000001,0.940281,0.666351,0.706971,0.277624,0.095913,0.03307,0.011483,0.004022,0.001422,0.000509,0.000184,0.000068,0.000025,0.00001,0.000004,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000067,0.046673,0.924063,0.075937,-824788750000000000000000
0.000001,0.000001,0.938146,0.657226,0.7204,0.290545,0.103058,0.03647,0.012992,0.004667,0.001692,0.00062,0.00023,0.000086,0.000033,0.000013,0.000005,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00007,0.048382,0.921371,0.078629,-812498960000000000000000
0.000001,0.000001,0.936022,0.648291,0.733245,0.303346,0.110339,0.040028,0.014613,0.005377,0.001996,0.000749,0.000284,0.000109,0.000043,0.000017,0.000007,0.000003,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000072,0.050085,0.918694,0.081306,-800491120000000000000000
0.000001,0.000001,0.933909,0.63954,0.745531,0.316017,0.117744,0.043741,0.016347,0.006154,0.002337,0.000896,0.000347,0.000136,0.000054,0.000022,0.000009,0.000004,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000075,0.051783,0.916031,0.083969,-788756470000000000000000
0.000001,0.000001,0.931806,0.630969,0.757286,0.328548,0.125261,0.047602,0.018193,0.007002,0.002717,0.001064,0.000421,0.000169,0.000068,0.000028,0.000012,0.000005,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000077,0.053476,0.913383,0.086617,-777286620000000000000000
0.000001,0.000001,0.929713,0.622572,0.768533,0.340933,0.132877,0.051607,0.020152,0.007922,0.003139,0.001255,0.000507,0.000207,0.000086,0.000036,0.000015,0.000007,0.000003,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00008,0.055163,0.910749,0.089251,-766073500000000000000000
0.000001,0.000001,0.92763,0.614344,0.779296,0.353165,0.140583,0.055752,0.022223,0.008915,0.003603,0.001469,0.000605,0.000252,0.000106,0.000045,0.00002,0.000009,0.000004,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000083,0.056844,0.90813,0.09187,-755109370000000000000000
0.000001,0.000001,0.925558,0.60628,0.789595,0.365237,0.148366,0.06003,0.024407,0.009984,0.004114,0.001709,0.000716,0.000304,0.00013,0.000056,0.000025,0.000011,0.000005,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000085,0.05852,0.905525,0.094475,-744386780000000000000000
0.000001,0.000001,0.923262,0.597485,0.800548,0.378491,0.157116,0.064946,0.02697,0.011265,0.004737,0.002008,0.000859,0.000371,0.000162,0.000072,0.000032,0.000015,0.000007,0.000003,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000088,0.06038,0.90264,0.09736,-732718980000000000000000
0.000001,0.000001,0.920979,0.588881,0.81098,0.391536,0.165937,0.070014,0.029669,0.012643,0.005422,0.002343,0.001021,0.000449,0.0002,0.00009,0.000041,0.000019,0.000009,0.000004,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000091,0.062233,0.899773,0.100227,-721332460000000000000000
0.000001,0.000001,0.918708,0.580463,0.820916,0.404369,0.174818,0.075226,0.032504,0.014119,0.006171,0.002716,0.001206,0.00054,0.000244,0.000112,0.000052,0.000024,0.000012,0.000006,0.000003,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000094,0.064079,0.896923,0.103076,-710218140000000000000000
0.000001,0.000001,0.91645,0.572224,0.830381,0.416985,0.183745,0.080576,0.035471,0.015694,0.006985,0.00313,0.001414,0.000644,0.000296,0.000138,0.000065,0.000031,0.000015,0.000007,0.000004,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000097,0.065919,0.894091,0.105909,-699367290000000000000000
0.000001,0.000001,0.914204,0.56416,0.839397,0.429382,0.192709,0.086054,0.038568,0.017369,0.007867,0.003586,0.001647,0.000763,0.000357,0.000169,0.000081,0.000039,0.000019,0.00001,0.000005,0.000003,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.067752,0.891276,0.108724,-688771530000000000000000
0.000001,0.000001,0.91197,0.556264,0.847986,0.44156,0.201699,0.091655,0.041794,0.019145,0.008818,0.004087,0.001908,0.000898,0.000426,0.000205,0.000099,0.000049,0.000024,0.000012,0.000006,0.000003,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103,0.069578,0.888478,0.111522,-678422850000000000000000
